OrganisationID,EmployeeID,WeekDay,DayName,UnavailableHour
329970,778632,6,SATURDAY,2
329970,778632,6,SATURDAY,3
329970,778632,6,SATURDAY,4
329970,778632,6,SATURDAY,5
329970,774301,1,MONDAY,18
329970,774301,1,MONDAY,19
329970,774301,1,MONDAY,20
329970,774301,1,MONDAY,21
329970,774301,1,MONDAY,22
329970,774301,1,MONDAY,23
329970,774301,1,MONDAY,24
329970,774301,5,FRIDAY,1
329970,774301,5,FRIDAY,2
329970,774301,5,FRIDAY,3
329970,774301,5,FRIDAY,4
329970,774301,5,FRIDAY,5
329970,774301,5,FRIDAY,6
329970,774301,5,FRIDAY,7
329970,774301,5,FRIDAY,8
329970,774301,5,FRIDAY,9
329970,774301,5,FRIDAY,10
329970,774301,5,FRIDAY,11
329970,774301,5,FRIDAY,12
329970,774301,5,FRIDAY,13
329970,774301,5,FRIDAY,14
329970,774301,5,FRIDAY,15
329970,774301,5,FRIDAY,16
329970,774301,5,FRIDAY,17
329970,774301,5,FRIDAY,18
329970,774301,5,FRIDAY,19
329970,774301,5,FRIDAY,20
329970,774301,5,FRIDAY,21
329970,774301,5,FRIDAY,22
329970,774301,5,FRIDAY,23
329970,774301,5,FRIDAY,24
329970,774301,6,SATURDAY,1
329970,774301,6,SATURDAY,2
329970,774301,6,SATURDAY,3
329970,774301,6,SATURDAY,4
329970,774301,6,SATURDAY,5
329970,774301,6,SATURDAY,6
329970,774301,6,SATURDAY,7
329970,774301,6,SATURDAY,8
329970,774301,6,SATURDAY,9
329970,774301,6,SATURDAY,10
329970,774301,6,SATURDAY,11
329970,774301,6,SATURDAY,12
329970,774301,6,SATURDAY,13
329970,774301,6,SATURDAY,14
329970,774301,6,SATURDAY,15
329970,774301,6,SATURDAY,16
329970,774301,6,SATURDAY,17
329970,774301,6,SATURDAY,18
329970,774301,6,SATURDAY,19
329970,774301,6,SATURDAY,20
329970,774301,6,SATURDAY,21
329970,774301,6,SATURDAY,22
329970,774301,6,SATURDAY,23
329970,774301,6,SATURDAY,24
329970,630445,3,WEDNESDAY,18
329970,630445,3,WEDNESDAY,19
329970,630445,3,WEDNESDAY,20
329970,630445,3,WEDNESDAY,21
329970,630445,3,WEDNESDAY,22
329970,630445,3,WEDNESDAY,23
329970,630445,4,THURSDAY,11
329970,630445,4,THURSDAY,12
329970,630445,4,THURSDAY,22
329970,630445,4,THURSDAY,23
329970,630445,4,THURSDAY,24
329970,630445,5,FRIDAY,11
329970,630445,5,FRIDAY,12
339259,25298,0,SUNDAY,1
339259,25298,0,SUNDAY,2
339259,25298,0,SUNDAY,3
339259,25298,0,SUNDAY,4
339259,25298,0,SUNDAY,5
339259,25298,0,SUNDAY,6
339259,25298,0,SUNDAY,7
339259,25298,0,SUNDAY,8
339259,25298,0,SUNDAY,9
339259,25298,0,SUNDAY,10
339259,25298,0,SUNDAY,11
339259,25298,0,SUNDAY,12
339259,25298,0,SUNDAY,13
339259,25298,0,SUNDAY,14
339259,25298,0,SUNDAY,15
339259,25298,0,SUNDAY,16
339259,25298,0,SUNDAY,17
339259,25298,0,SUNDAY,18
339259,25298,0,SUNDAY,19
339259,25298,0,SUNDAY,20
339259,25298,0,SUNDAY,21
339259,25298,0,SUNDAY,22
339259,25298,0,SUNDAY,23
339259,25298,0,SUNDAY,24
339259,25298,1,MONDAY,1
339259,25298,1,MONDAY,2
339259,25298,1,MONDAY,3
339259,25298,1,MONDAY,4
339259,25298,1,MONDAY,5
339259,25298,1,MONDAY,6
339259,25298,1,MONDAY,7
339259,25298,1,MONDAY,8
339259,25298,1,MONDAY,15
339259,25298,1,MONDAY,16
339259,25298,1,MONDAY,17
339259,25298,1,MONDAY,18
339259,25298,1,MONDAY,19
339259,25298,1,MONDAY,20
339259,25298,1,MONDAY,21
339259,25298,1,MONDAY,22
339259,25298,1,MONDAY,23
339259,25298,1,MONDAY,24
339259,25298,2,TUESDAY,1
339259,25298,2,TUESDAY,2
339259,25298,2,TUESDAY,3
339259,25298,2,TUESDAY,4
339259,25298,2,TUESDAY,5
339259,25298,2,TUESDAY,6
339259,25298,2,TUESDAY,7
339259,25298,2,TUESDAY,8
339259,25298,2,TUESDAY,15
339259,25298,2,TUESDAY,16
339259,25298,2,TUESDAY,17
339259,25298,2,TUESDAY,18
339259,25298,2,TUESDAY,19
339259,25298,2,TUESDAY,20
339259,25298,2,TUESDAY,21
339259,25298,2,TUESDAY,22
339259,25298,2,TUESDAY,23
339259,25298,2,TUESDAY,24
339259,25298,3,WEDNESDAY,1
339259,25298,3,WEDNESDAY,2
339259,25298,3,WEDNESDAY,3
339259,25298,3,WEDNESDAY,4
339259,25298,3,WEDNESDAY,5
339259,25298,3,WEDNESDAY,6
339259,25298,3,WEDNESDAY,7
339259,25298,3,WEDNESDAY,8
339259,25298,3,WEDNESDAY,15
339259,25298,3,WEDNESDAY,16
339259,25298,3,WEDNESDAY,17
339259,25298,3,WEDNESDAY,18
339259,25298,3,WEDNESDAY,19
339259,25298,3,WEDNESDAY,20
339259,25298,3,WEDNESDAY,21
339259,25298,3,WEDNESDAY,22
339259,25298,3,WEDNESDAY,23
339259,25298,3,WEDNESDAY,24
339259,25298,4,THURSDAY,1
339259,25298,4,THURSDAY,2
339259,25298,4,THURSDAY,3
339259,25298,4,THURSDAY,4
339259,25298,4,THURSDAY,5
339259,25298,4,THURSDAY,6
339259,25298,4,THURSDAY,7
339259,25298,4,THURSDAY,8
339259,25298,4,THURSDAY,15
339259,25298,4,THURSDAY,16
339259,25298,4,THURSDAY,17
339259,25298,4,THURSDAY,18
339259,25298,4,THURSDAY,19
339259,25298,4,THURSDAY,20
339259,25298,4,THURSDAY,21
339259,25298,4,THURSDAY,22
339259,25298,4,THURSDAY,23
339259,25298,4,THURSDAY,24
339259,25298,5,FRIDAY,1
339259,25298,5,FRIDAY,2
339259,25298,5,FRIDAY,3
339259,25298,5,FRIDAY,4
339259,25298,5,FRIDAY,5
339259,25298,5,FRIDAY,6
339259,25298,5,FRIDAY,7
339259,25298,5,FRIDAY,8
339259,25298,5,FRIDAY,15
339259,25298,5,FRIDAY,16
339259,25298,5,FRIDAY,17
339259,25298,5,FRIDAY,18
339259,25298,5,FRIDAY,19
339259,25298,5,FRIDAY,20
339259,25298,5,FRIDAY,21
339259,25298,5,FRIDAY,22
339259,25298,5,FRIDAY,23
339259,25298,5,FRIDAY,24
339259,25298,6,SATURDAY,15
339259,25298,6,SATURDAY,16
339259,25298,6,SATURDAY,17
339259,25298,6,SATURDAY,18
339259,25298,6,SATURDAY,19
339259,25298,6,SATURDAY,20
339259,25298,6,SATURDAY,21
339259,25298,6,SATURDAY,22
339259,25298,6,SATURDAY,23
339259,25298,6,SATURDAY,24
339259,75813,0,SUNDAY,1
339259,75813,0,SUNDAY,2
339259,75813,0,SUNDAY,3
339259,75813,0,SUNDAY,4
339259,75813,0,SUNDAY,5
339259,75813,0,SUNDAY,6
339259,75813,0,SUNDAY,7
339259,75813,0,SUNDAY,8
339259,75813,0,SUNDAY,9
339259,75813,0,SUNDAY,10
339259,75813,0,SUNDAY,11
339259,75813,0,SUNDAY,12
339259,75813,0,SUNDAY,13
339259,75813,0,SUNDAY,14
339259,75813,0,SUNDAY,15
339259,75813,0,SUNDAY,16
339259,75813,0,SUNDAY,17
339259,75813,0,SUNDAY,18
339259,75813,0,SUNDAY,19
339259,75813,0,SUNDAY,20
339259,75813,0,SUNDAY,21
339259,75813,0,SUNDAY,22
339259,75813,0,SUNDAY,23
339259,75813,0,SUNDAY,24
339259,75813,3,WEDNESDAY,17
339259,75813,3,WEDNESDAY,18
339259,75813,3,WEDNESDAY,19
339259,75813,3,WEDNESDAY,20
339259,75813,3,WEDNESDAY,21
339259,93693,0,SUNDAY,14
339259,93693,0,SUNDAY,15
339259,93693,0,SUNDAY,16
339259,93693,0,SUNDAY,17
339259,93693,1,MONDAY,14
339259,93693,1,MONDAY,15
339259,93693,1,MONDAY,16
339259,93693,1,MONDAY,17
339259,93693,2,TUESDAY,14
339259,93693,2,TUESDAY,15
339259,93693,2,TUESDAY,16
339259,93693,2,TUESDAY,17
339259,93693,3,WEDNESDAY,14
339259,93693,3,WEDNESDAY,15
339259,93693,3,WEDNESDAY,16
339259,93693,3,WEDNESDAY,17
339259,93693,4,THURSDAY,14
339259,93693,4,THURSDAY,15
339259,93693,4,THURSDAY,16
339259,93693,4,THURSDAY,17
339259,93693,5,FRIDAY,14
339259,93693,5,FRIDAY,15
339259,93693,5,FRIDAY,16
339259,93693,5,FRIDAY,17
339259,93693,6,SATURDAY,14
339259,93693,6,SATURDAY,15
339259,93693,6,SATURDAY,16
339259,93693,6,SATURDAY,17
339259,98960,0,SUNDAY,1
339259,98960,0,SUNDAY,2
339259,98960,0,SUNDAY,3
339259,98960,0,SUNDAY,4
339259,98960,0,SUNDAY,5
339259,98960,0,SUNDAY,6
339259,98960,0,SUNDAY,7
339259,98960,0,SUNDAY,8
339259,98960,0,SUNDAY,9
339259,98960,0,SUNDAY,10
339259,98960,0,SUNDAY,11
339259,98960,0,SUNDAY,12
339259,98960,0,SUNDAY,13
339259,98960,0,SUNDAY,14
339259,98960,0,SUNDAY,15
339259,98960,0,SUNDAY,16
339259,98960,0,SUNDAY,17
339259,98960,0,SUNDAY,21
339259,98960,0,SUNDAY,22
339259,98960,0,SUNDAY,23
339259,98960,0,SUNDAY,24
339259,98960,1,MONDAY,1
339259,98960,1,MONDAY,2
339259,98960,1,MONDAY,3
339259,98960,1,MONDAY,4
339259,98960,1,MONDAY,5
339259,98960,1,MONDAY,6
339259,98960,1,MONDAY,7
339259,98960,1,MONDAY,8
339259,98960,1,MONDAY,9
339259,98960,1,MONDAY,10
339259,98960,1,MONDAY,11
339259,98960,1,MONDAY,12
339259,98960,1,MONDAY,13
339259,98960,1,MONDAY,14
339259,98960,1,MONDAY,15
339259,98960,1,MONDAY,16
339259,98960,1,MONDAY,17
339259,98960,1,MONDAY,21
339259,98960,1,MONDAY,22
339259,98960,1,MONDAY,23
339259,98960,1,MONDAY,24
339259,98960,2,TUESDAY,1
339259,98960,2,TUESDAY,2
339259,98960,2,TUESDAY,3
339259,98960,2,TUESDAY,4
339259,98960,2,TUESDAY,5
339259,98960,2,TUESDAY,6
339259,98960,2,TUESDAY,7
339259,98960,2,TUESDAY,8
339259,98960,2,TUESDAY,9
339259,98960,2,TUESDAY,10
339259,98960,2,TUESDAY,11
339259,98960,2,TUESDAY,12
339259,98960,2,TUESDAY,13
339259,98960,2,TUESDAY,14
339259,98960,2,TUESDAY,15
339259,98960,2,TUESDAY,16
339259,98960,2,TUESDAY,17
339259,98960,2,TUESDAY,21
339259,98960,2,TUESDAY,22
339259,98960,2,TUESDAY,23
339259,98960,2,TUESDAY,24
339259,98960,3,WEDNESDAY,1
339259,98960,3,WEDNESDAY,2
339259,98960,3,WEDNESDAY,3
339259,98960,3,WEDNESDAY,4
339259,98960,3,WEDNESDAY,5
339259,98960,3,WEDNESDAY,6
339259,98960,3,WEDNESDAY,7
339259,98960,3,WEDNESDAY,8
339259,98960,3,WEDNESDAY,9
339259,98960,3,WEDNESDAY,10
339259,98960,3,WEDNESDAY,11
339259,98960,3,WEDNESDAY,12
339259,98960,3,WEDNESDAY,13
339259,98960,3,WEDNESDAY,14
339259,98960,3,WEDNESDAY,15
339259,98960,3,WEDNESDAY,16
339259,98960,3,WEDNESDAY,17
339259,98960,3,WEDNESDAY,21
339259,98960,3,WEDNESDAY,22
339259,98960,3,WEDNESDAY,23
339259,98960,3,WEDNESDAY,24
339259,98960,4,THURSDAY,1
339259,98960,4,THURSDAY,2
339259,98960,4,THURSDAY,3
339259,98960,4,THURSDAY,4
339259,98960,4,THURSDAY,5
339259,98960,4,THURSDAY,6
339259,98960,4,THURSDAY,7
339259,98960,4,THURSDAY,8
339259,98960,4,THURSDAY,9
339259,98960,4,THURSDAY,10
339259,98960,4,THURSDAY,11
339259,98960,4,THURSDAY,12
339259,98960,4,THURSDAY,13
339259,98960,4,THURSDAY,14
339259,98960,4,THURSDAY,15
339259,98960,4,THURSDAY,16
339259,98960,4,THURSDAY,17
339259,98960,4,THURSDAY,21
339259,98960,4,THURSDAY,22
339259,98960,4,THURSDAY,23
339259,98960,4,THURSDAY,24
339259,98960,5,FRIDAY,1
339259,98960,5,FRIDAY,2
339259,98960,5,FRIDAY,3
339259,98960,5,FRIDAY,4
339259,98960,5,FRIDAY,5
339259,98960,5,FRIDAY,6
339259,98960,5,FRIDAY,7
339259,98960,5,FRIDAY,8
339259,98960,5,FRIDAY,9
339259,98960,5,FRIDAY,10
339259,98960,5,FRIDAY,11
339259,98960,5,FRIDAY,12
339259,98960,5,FRIDAY,13
339259,98960,5,FRIDAY,14
339259,98960,5,FRIDAY,15
339259,98960,5,FRIDAY,16
339259,98960,5,FRIDAY,17
339259,98960,5,FRIDAY,21
339259,98960,5,FRIDAY,22
339259,98960,5,FRIDAY,23
339259,98960,5,FRIDAY,24
339259,98960,6,SATURDAY,1
339259,98960,6,SATURDAY,2
339259,98960,6,SATURDAY,3
339259,98960,6,SATURDAY,4
339259,98960,6,SATURDAY,5
339259,98960,6,SATURDAY,6
339259,98960,6,SATURDAY,7
339259,98960,6,SATURDAY,8
339259,98960,6,SATURDAY,9
339259,98960,6,SATURDAY,10
339259,98960,6,SATURDAY,11
339259,98960,6,SATURDAY,12
339259,98960,6,SATURDAY,13
339259,98960,6,SATURDAY,14
339259,98960,6,SATURDAY,15
339259,98960,6,SATURDAY,16
339259,98960,6,SATURDAY,17
339259,98960,6,SATURDAY,21
339259,98960,6,SATURDAY,22
339259,98960,6,SATURDAY,23
339259,98960,6,SATURDAY,24
339259,113612,1,MONDAY,11
339259,113612,1,MONDAY,12
339259,113612,1,MONDAY,13
339259,113612,1,MONDAY,14
339259,113612,1,MONDAY,15
339259,113612,1,MONDAY,16
339259,113612,1,MONDAY,17
339259,113612,1,MONDAY,18
339259,113612,1,MONDAY,19
339259,113612,2,TUESDAY,11
339259,113612,2,TUESDAY,12
339259,113612,2,TUESDAY,13
339259,113612,2,TUESDAY,14
339259,113612,2,TUESDAY,15
339259,113612,2,TUESDAY,16
339259,113612,2,TUESDAY,17
339259,113612,2,TUESDAY,18
339259,113612,2,TUESDAY,19
339259,113612,3,WEDNESDAY,11
339259,113612,3,WEDNESDAY,12
339259,113612,3,WEDNESDAY,13
339259,113612,3,WEDNESDAY,14
339259,113612,4,THURSDAY,11
339259,113612,4,THURSDAY,12
339259,113612,4,THURSDAY,13
339259,113612,4,THURSDAY,14
339259,113612,5,FRIDAY,11
339259,113612,5,FRIDAY,12
339259,113612,5,FRIDAY,13
339259,113612,5,FRIDAY,14
339259,113612,5,FRIDAY,15
339259,113612,5,FRIDAY,16
339259,113612,5,FRIDAY,17
339259,113612,5,FRIDAY,18
339259,113612,5,FRIDAY,19
339259,113612,6,SATURDAY,11
339259,113612,6,SATURDAY,12
339259,113612,6,SATURDAY,13
339259,113612,6,SATURDAY,14
339259,113612,6,SATURDAY,15
339259,113612,6,SATURDAY,16
339259,113612,6,SATURDAY,17
339259,113612,6,SATURDAY,18
339259,113612,6,SATURDAY,19
339259,125986,0,SUNDAY,1
339259,125986,0,SUNDAY,2
339259,125986,0,SUNDAY,3
339259,125986,0,SUNDAY,4
339259,125986,0,SUNDAY,5
339259,125986,0,SUNDAY,6
339259,125986,0,SUNDAY,7
339259,125986,0,SUNDAY,8
339259,125986,0,SUNDAY,9
339259,125986,0,SUNDAY,10
339259,125986,0,SUNDAY,11
339259,125986,0,SUNDAY,12
339259,125986,0,SUNDAY,13
339259,125986,0,SUNDAY,14
339259,125986,0,SUNDAY,15
339259,125986,0,SUNDAY,16
339259,125986,0,SUNDAY,17
339259,125986,0,SUNDAY,18
339259,125986,0,SUNDAY,19
339259,125986,0,SUNDAY,20
339259,125986,0,SUNDAY,21
339259,125986,0,SUNDAY,22
339259,125986,0,SUNDAY,23
339259,125986,0,SUNDAY,24
339259,125986,1,MONDAY,16
339259,125986,1,MONDAY,17
339259,125986,2,TUESDAY,16
339259,125986,2,TUESDAY,17
339259,125986,3,WEDNESDAY,16
339259,125986,3,WEDNESDAY,17
339259,125986,4,THURSDAY,16
339259,125986,4,THURSDAY,17
339259,125986,5,FRIDAY,16
339259,125986,5,FRIDAY,17
339259,125986,6,SATURDAY,1
339259,125986,6,SATURDAY,2
339259,125986,6,SATURDAY,3
339259,125986,6,SATURDAY,4
339259,125986,6,SATURDAY,5
339259,125986,6,SATURDAY,6
339259,125986,6,SATURDAY,7
339259,125986,6,SATURDAY,8
339259,125986,6,SATURDAY,9
339259,125986,6,SATURDAY,10
339259,125986,6,SATURDAY,11
339259,125986,6,SATURDAY,12
339259,125986,6,SATURDAY,13
339259,125986,6,SATURDAY,14
339259,125986,6,SATURDAY,15
339259,125986,6,SATURDAY,16
339259,125986,6,SATURDAY,17
339259,125986,6,SATURDAY,18
339259,125986,6,SATURDAY,19
339259,125986,6,SATURDAY,20
339259,125986,6,SATURDAY,21
339259,125986,6,SATURDAY,22
339259,125986,6,SATURDAY,23
339259,125986,6,SATURDAY,24
339259,134686,1,MONDAY,1
339259,134686,1,MONDAY,2
339259,134686,1,MONDAY,3
339259,134686,1,MONDAY,4
339259,134686,1,MONDAY,5
339259,134686,1,MONDAY,6
339259,134686,1,MONDAY,7
339259,134686,1,MONDAY,8
339259,134686,1,MONDAY,9
339259,134686,1,MONDAY,10
339259,134686,1,MONDAY,11
339259,134686,1,MONDAY,12
339259,134686,1,MONDAY,13
339259,134686,1,MONDAY,14
339259,134686,1,MONDAY,15
339259,134686,1,MONDAY,16
339259,134686,1,MONDAY,17
339259,134686,1,MONDAY,18
339259,134686,1,MONDAY,19
339259,134686,1,MONDAY,20
339259,134686,1,MONDAY,21
